item_id,category,price,quality_score,popularity,brand_tier,seasonality,features
379,Music,18.41,4.28,0.076,Budget,None,"[1.024340743109397, 0.21151845837859923, -0.08730732401766188, -1.5088535448203688, 0.5403085147921497, 1.9601641398709846, 0.17118990534930573, 1.3169126053498814, 0.869669429805294, 1.1147921949604673, -2.4117975090434602, -0.2090988810798072, -1.5919866212639304, 0.4720965471028648, -1.8821010410785117, 1.0534619373590681, 1.5698670302918984, -0.1839312890759541, 0.34228092559180795, 1.552014556499292]"
380,Home & Garden,119.3,5.0,0.112,Budget,None,"[-2.5647078051498915, -1.3774366498828958, -0.962623277607578, 2.7328898110299136, -0.19911623844902007, 0.6976144747158062, -0.22077660360113002, 1.1064063163911557, -0.2390807056213034, -1.9549184895631233, 0.22539258201127074, -2.168859845702551, -1.4527209025324075, -0.8829465289985701, -1.0077094777701874, -0.5450508044162853, -1.0420678235311058, -1.4059526635856727, 1.541835744840774, -0.6781445463918958]"
381,Health,1.43,3.22,0.011,Premium,None,"[-0.7057320379193038, -0.6825331336919811, -0.09413961241320817, 0.5477293162451875, -0.7838112244546875, -2.287435854980524, -2.5584771164030147, 1.3320874979978419, 2.4534718430674896, -0.3276705720808287, -0.3421639802639463, -0.8502299421383126, 0.16131807394095643, 0.7230205472594718, -0.8953364721285365, 0.25838951572790686, -0.8635020334711321, -0.09142926354567289, -0.5611409157726026, 0.9091912448680948]"
382,Movies,7.45,3.28,0.113,Premium,None,"[-0.39770560117253706, -0.9867252342871683, 0.23805236300612015, 0.15894810396398504, -1.3338663918977542, 0.9455254274099129, 3.251657771327575, 0.25140381308024384, 0.03863395907133162, -0.5008393714024244, -0.46236114915604065, -0.4330332533464603, 0.7433154678476311, 0.5727809880141663, -1.9710165041363572, -1.481619377184535, -0.8283382729663971, -0.4649504767082987, 0.43111836750569243, -0.5392866842690429]"
383,Sports,28.09,3.76,0.106,Budget,Summer,"[1.1337999196954365, -0.05470847125397434, 1.2655034894002992, -2.012348509320861, 3.8772205497665126, 0.692499714304585, 0.10280328501992952, -0.8913596807520631, -0.4380673661304643, 0.6093508955780412, 0.6320793835314138, 0.6683933705907869, -0.7284967343664605, -0.9298477130152097, 0.19520524435250644, 0.7698539577714733, 0.003184849504858575, 1.4814842468851672, 0.033137462190111384, -0.000708643832986225]"
384,Books,11.56,4.06,0.286,Standard,Holiday,"[-0.31326143774403825, 3.494979013554116, -1.9533247308551869, -0.3399685048591044, 0.7333751863632832, 1.1426622829157422, 0.7738725049127297, -0.953077788299531, -0.4812022455572023, -2.2357599639472694, 0.04542678696177788, 1.1632813090750225, 0.007025871342969912, 0.5766880217815591, 0.5500466343170657, -0.3168564131420692, -2.4318519399599183, 1.3408996019688921, 0.43200023052785114, -1.2507322884010401]"
385,Travel,42.83,3.66,0.072,Premium,Summer,"[0.0634453103320128, -0.7347996319745712, -0.7018955552025365, 1.258947597291979, 0.6091952151755358, -0.45059154709795785, -0.562317816214651, 0.16474522501675595, 1.5956298207624795, 1.7430642693221834, -1.8629709206191905, 0.16825333003657844, 0.27310823128768774, 0.36918649116779395, -0.03787655513490795, 0.1364967828359375, -0.98039300137428, 1.0909663438521908, -0.523725345284531, -0.2577896194991118]"
386,Music,10.95,2.54,0.164,Standard,None,"[0.9493372619670684, -1.5315281987233134, -0.03694421281209535, -1.0407509790688168, 0.33795777916145564, 1.811496664433814, -0.2281337274136364, -0.062013092528290535, 0.03210155051539447, 1.4056701596207737, 0.4720050465351554, -0.683984894290505, -0.6049669705962281, 1.013827608177736, -1.070755615698192, 0.01218835948370302, -1.688288044801775, -0.11710496384094332, -1.1031181639074124, -0.6492935960259755]"
387,Clothing,13.39,3.46,0.32,Standard,None,"[0.7376592548635927, 1.4912976375915024, 2.516331065099468, -0.1410484461841121, -2.066394256723884, -0.0523259477486962, 0.7765485469286657, 0.957522128412558, 1.3108417805330126, -0.6744937059980538, -0.4030475738036685, -0.12020815340829648, 0.7096271420368573, -0.2631327066777083, 0.5248317447143475, -0.3843686746282931, -0.7058413095416951, 1.1097284754345362, 0.3123608726250532, 0.7466430775166576]"
388,Health,10.82,3.46,0.059,Standard,None,"[0.4142139437368045, 0.6723608084147056, -2.2675887331531768, 0.029129083208914493, -0.5501555425439494, -0.5298401093030507, 1.067348312954659, -0.02051583313369194, 0.8458996748667973, -1.4794368596944507, -0.06055461716355501, -1.3772391081027937, 1.206197225803702, -1.1038487773497239, -0.012286160835724326, -1.9452130589095904, -1.895324228709076, -0.20961849402666866, 3.1989802096780307, -0.5620081027361622]"
389,Sports,36.85,3.48,0.083,Standard,None,"[0.8210058599325499, -1.5904145367608216, 0.059484939997162915, -0.0483536552370048, 2.0558856376920547, -0.0407260787451847, -0.3727103046197492, -1.4558961215399864, -0.07465407197142389, 1.018924589135694, 1.813673083795204, -0.23799132730600636, -0.12960994528368533, 0.5004271790888933, 1.4932415594721045, -0.4862966105045472, 0.6926513169503377, -0.8228192655243886, 0.32984899026550274, 0.9706041766183706]"
390,Movies,2.03,3.37,0.088,Standard,None,"[-0.3411035279167056, 1.1779964949594808, -0.16005542327640132, 0.020528901765270877, 0.02398752617552971, -1.1360593887706503, 1.518055080300483, -0.557976889419804, 0.2325133563860684, -0.8151382819699597, -0.15007187418829074, -0.3661698115162787, 0.07582953278578751, 1.4681062680661983, 1.0954362826790291, -1.3104990159324559, -0.05183856397937658, -0.30286819457178726, -0.6465996275392881, 2.153021388967867]"
391,Home & Garden,8.73,4.06,0.062,Standard,None,"[-0.16482843917446316, 0.6995783100805817, 0.2898079659769475, 4.158841286631402, 1.6720447713421076, -1.1871417888671667, 1.82508063095762, -0.5347041446150567, -0.806840802401203, -0.5078626571995011, -0.288082700066656, 2.159143926078434, -2.81518283201253, 1.8522466003206879, 0.8294985786833535, 0.16780802168516282, -0.5988229450780425, -0.09259408706076165, 0.8513025253546843, 0.9619846260211954]"
392,Sports,8.04,3.47,0.321,Budget,Winter,"[-0.7194137495011889, -1.555316999792983, -0.5355397709355035, -0.36289119871837217, 2.5861515903256684, -1.4003172972356626, 0.7064677488979768, -1.1267089583484735, 0.248347684001961, 1.1144396650004227, -1.2268803845717136, 0.24174967554716129, -0.1854812457315436, -0.9774476666350193, -1.224962756530279, -0.7075339168824166, -0.8104997409185407, -0.2055954310453375, -0.42662438037789724, 0.4236162120725045]"
393,Food,19.9,3.94,0.118,Standard,Winter,"[-1.0851663211038924, -0.12811209511746938, -0.1342273839339406, 1.0956043372287483, 1.93319422151764, 0.15984741958868665, -0.15700266845691765, 0.8765429928405877, -1.4435884494127649, -1.773974929644101, -0.7958449595234681, -2.090854797313115, 1.078829953740112, 0.4230962439934246, -0.2516405146847802, 1.1093839807607901, -1.071156077403275, -0.8199810553645547, -1.9337932803017448, 0.774353695020212]"
394,Health,5.91,1.91,0.482,Budget,None,"[-0.9038502460436607, 1.2893437409279578, 2.1075069382383202, 0.4732330748923653, 0.912147027016459, -1.0446187930902044, -0.2645963657171757, 0.912954620306918, 2.3182456379874665, 0.1057043387164432, -0.7756687991346262, 1.1654714207692924, 1.151280275071432, 1.0422088065347175, 0.29203797700007733, 0.010104551055929837, 1.1241323862320856, 0.9368004830208964, -0.8927063153854309, 0.3163477058465088]"
395,Sports,35.67,3.79,0.13,Standard,None,"[0.5862408439925321, -0.34864509091713247, 0.117957303203288, 1.0654180391517576, 0.7977909523800446, -0.4142426559019541, -0.5228728133739438, 0.3554025365278667, 0.7728881782719921, -1.4802674568987817, -0.005536359166269422, 0.8693291040462117, -1.8547864514608354, -0.06439244143960705, -1.215784440783228, -0.6415669035495328, -2.505034589481522, 1.3927341187550268, -0.3558291274035128, -0.8071918640359144]"
396,Food,12.31,3.47,0.015,Budget,Summer,"[1.1689335590629861, 2.9307803734755353, -0.5694449249574914, -0.6746744546834699, 0.004605214708357668, 0.08706554988170981, 1.7334727438851372, 2.5216314428814384, -0.9443067513855132, -1.0007275509013192, 0.6813418476123797, -0.207700237399793, 1.4158342082009305, 0.5154940692650013, -1.044561902500876, -1.175869764117079, 0.3450864560884774, -0.34150279093556807, 1.1394862112513098, 0.33938128317190874]"
397,Clothing,15.26,3.64,0.123,Budget,None,"[-0.8207966522775152, 0.16104384076366418, 1.9628257650151653, 0.12544451927625772, -0.6995311882544853, -1.243450801924478, -0.9845076887256973, -0.4263025181792531, -0.883348604657946, 1.3487182033101404, -0.7053696049451256, 0.3936251091857943, 0.5843608316205889, 1.237438552564681, 0.6816618422576785, -0.17346228923435192, 1.7059709782777823, -1.2440115841734893, -0.9400765619359723, 0.21992111489591223]"
398,Music,8.05,3.66,0.183,Premium,Summer,"[-1.0708260288649696, -2.04174076936884, 1.602373769022593, 0.3421618599677889, 1.0160939569119587, 1.2746649432859196, -1.382531959127136, 0.28774241489664565, -1.1016870030055173, 1.0192679214428155, 0.23852550444072748, 0.19510426068438574, 0.20603352357998708, 2.0337594116211637, 0.654896492882265, -0.2025775790266718, 0.13670474222166035, -0.869902101203761, -0.5241917137462802, 1.2514266045650113]"
399,Books,6.17,3.88,0.188,Premium,None,"[-0.3044375767552746, 4.022174858828604, 0.004098437450524535, 0.15777131125366864, 0.7212190478619405, -1.2153609826070058, 1.0965472662862232, -0.607846130787853, 1.8300162861151488, -0.31265873001459316, 1.0376400147631857, -2.496798117119087, -1.1751330760859704, -0.2936071589976261, -2.030782998124891, 0.6008844488414041, 0.3129581254362489, -0.9908276498598773, -0.01595862986449861, 0.8064772299231251]"
400,Books,0.72,2.31,0.124,Standard,Summer,"[-0.86197212381338, 0.20143164304043615, 0.41736912163473344, -0.10142843464157845, -1.749991228203813, -1.9000537684647782, -0.24921800238270447, 0.25690765880591626, 0.29388225549059155, -0.6058362531372272, -0.5571041409677424, -0.5026250802987424, 0.4930665219367264, -1.5293586749901793, 0.019411833963888417, 1.019268477945486, -0.3516144846390157, 0.16036436247280858, 0.41568540582184743, -0.658026352924977]"
401,Movies,6.68,3.69,0.104,Budget,Winter,"[1.1814717478739227, 0.8264687926960065, 0.7289062311608138, 0.5119304336014892, -0.16151511047866174, 0.9064348140900752, 1.827804003923203, 1.328175906533597, 0.49797329926540185, 0.1873565990383748, 0.632518736850345, 0.15806083750468983, 1.2748820209718768, 0.9488827139260945, 0.07291391523847521, -3.2586913984058814, 0.8631134029718036, 0.4166141362115778, 2.4271961601403342, -1.299319064224548]"
402,Music,5.94,3.64,0.12,Standard,None,"[1.0640832727255365, -0.9231637797389002, 1.5183543175457233, 1.7454777437196378, 2.5932551460832993, 2.4003822334071194, -1.0900906960816756, 1.3390059979211761, -0.26416810625591164, -0.6823227785683137, 0.33474402682229554, 1.8969290449692906, -0.10530909933414562, 0.01700158298701464, -1.5321480320494418, 0.10775250334940593, 0.6654810515915741, -0.08764441013541906, -0.013495811686846262, 0.2251375425754161]"
403,Home & Garden,5.18,4.03,0.203,Budget,None,"[0.27479580760747496, -1.8881150187055165, 0.8028162649528677, 0.11156245187199576, -0.2679110006030973, 0.8806673498229014, -0.8673433397064385, -0.46115138513790793, -1.3941584080674374, -0.9219482196510951, -0.7952356522509244, -0.462346958981285, 0.12927012682816086, 0.23136187053785534, 1.4456906115064485, -0.4863960097675313, 0.5566534360227708, -0.6355739326710477, 1.675893461754955, 0.12351927443808136]"
404,Home & Garden,12.01,2.88,0.078,Standard,Holiday,"[0.7201674382073684, 2.764348516117136, 1.8981170158185048, 1.6847898195943076, -0.4521345890949861, 3.1323261508084617, -1.0788509613285897, -0.055023547918349014, 0.022448919705427506, -0.0023378978145741965, -1.7387117205305265, 0.4966024096759404, -0.970350091392317, 1.435989124169071, -1.4559650424346218, 0.059465927375476235, -2.216120646951888, -2.154383706340724, -0.8393519582926326, -0.6982100823370282]"
405,Food,38.4,4.37,0.381,Standard,None,"[2.1028287453777077, -0.45102054455424195, 1.5502877824181112, -0.18669206176006237, 1.3262426678324364, 0.8044456401539773, 0.2942671599495255, 2.4033410665693884, 0.2842394271839206, 1.1376924363240357, -0.2502282037343171, -0.38188346221516795, 0.4104250107810383, 0.19504796954392745, -0.20848335618676214, 2.1853502697116487, 0.714274828521244, -0.5587843731607328, 0.5994012242127051, -0.9414626814164534]"
406,Movies,2.35,3.63,0.056,Budget,None,"[2.961283696951351, 0.7461906407562207, -2.013072190073277, -0.2848318952519721, -0.5847114037147062, -0.7294311033998226, 1.2902883733312684, -1.2941154747213328, 1.5498717041592647, -0.5873101978481875, -0.14483988295033545, -0.31250474849896126, -0.5487561199189867, 0.4169725629801534, -0.31221741908597206, 0.6053733942869031, 1.5700508974701124, -1.100172910904936, 0.32281683812675177, 0.2932440469789688]"
407,Movies,2.28,3.21,0.384,Standard,Winter,"[2.6302854098027537, -1.1771309341994962, -1.2732822629925449, 1.0361462248062265, 1.0665514893532797, 0.6305856201324518, 1.949879232611662, -0.8677182833805666, -1.9081505510205632, -1.5023041120792548, -2.0381295843584812, -0.3001884787053807, 0.4657083954302965, 0.06579460796797731, 1.4161568065625092, 0.17881966907884111, -1.6439161138039382, -0.13672834771565892, -0.10627760024738517, 0.49952553150920137]"
408,Music,17.24,4.49,0.062,Budget,Winter,"[-0.11879900747216757, 1.5525490651467972, -0.8050109913147171, -0.9131615563266586, 1.061519786256429, 2.9943133817081247, -1.193495586089152, -0.5313598815768662, 1.6890931310773893, 0.4116673282159038, 0.787161518018172, -1.1590465425293566, 0.6566445245371783, -1.4195415457708802, -1.9798213656006851, 0.726823960180868, 1.434445169634489, -0.2537860757491678, -0.5465506818544583, 1.7108486562463705]"
409,Music,6.08,3.04,0.046,Premium,None,"[-0.34176980283733926, -0.07595448758449506, 0.7305058018450737, -0.6861355878567095, -0.15418415237614644, 2.904193106160234, 1.0838148699727868, 1.4852548916525212, -0.9624193810049976, -0.6396860751421289, -0.19864321536778384, -1.3151337339621199, 0.8724297828871276, 0.28846892239685906, -0.15471867962536584, 1.0297014039194345, -0.7552502325745405, 1.1286968171974194, 1.7419495738714526, 0.30780548452053047]"
410,Clothing,11.0,2.77,0.28,Standard,None,"[-0.6878351933422787, -1.3371319506794825, -0.4080987816484778, 0.5090893310575455, 0.03230140103754173, 0.2190833153632252, 0.8104862476292712, 0.10810126312516541, -0.4440135952568882, 0.2596361653183601, -0.5064881748116418, 1.1123510774232184, -0.36207734255891316, -0.11923541737752813, 0.6365710776701781, 2.3361141438503115, -1.0221830814366792, -1.2183571553815016, -0.24500300515808401, -0.748229340764418]"
411,Music,14.88,3.68,0.086,Premium,Summer,"[-2.3415713782271568, 0.6456526055615731, -0.6678758512965618, 0.47983112596947247, -1.2618320295039651, 2.0874980874648115, 2.2297985095418125, -0.9050342670261513, -0.41544297613155806, 1.6497007721709853, 1.236458781648089, 1.7485310273735537, -0.36927388317208565, 0.346906248003247, 0.4611702766809306, -0.7769889987336995, -1.1176206794016557, -1.2408659201431969, -0.5014983900620853, -1.277842148226774]"
412,Music,3.76,2.59,0.246,Standard,None,"[-0.5294424436870959, 0.9625882139842246, -0.7201880116760442, -0.05022968458993645, 1.5404289516874607, 0.8263003572225069, 0.7825951266852254, -1.4480832081439898, 1.684037627431329, -0.4303145247509898, 2.229043724523813, 1.7280637986418301, -0.10643050958138787, -0.7194053731104106, 0.19477547189091382, -0.18015896664656378, -0.40156696358559274, -1.658113254578297, -0.5145535836545869, -1.1104791217562398]"
413,Home & Garden,25.66,3.45,0.196,Standard,None,"[-1.6982696505130168, -0.6708681789401808, -0.5160362025904129, 1.3181957530909978, 0.43491298760241165, 0.27993993639857184, -1.205961776767449, -0.22553166408605213, -1.5207485808607275, -1.7077076135178555, 0.40061740886407676, -1.1372414669962578, -0.6139433563489592, 0.21926919824984123, -0.017623257777177628, 1.4038153308936814, -1.25694033538025, 1.2195037344845217, 0.5784792315297265, 0.7599618028624457]"
414,Books,4.0,2.87,0.098,Standard,Winter,"[0.587153766832767, 2.5995038480519814, 1.6434361512918918, -0.764971209212442, 0.24146979713515487, 0.40480136393978533, 0.53417885495355, 0.7692917607160128, 0.1663048282521741, 0.5134361863480024, -0.9114736501237233, 0.16400349363955755, -0.4763412656805142, -1.2298289051540876, -0.5091445494369005, 0.2694563921980581, 0.43579727637019305, -1.2684591209227711, -0.9376767167248709, 0.7246562796932211]"
415,Movies,12.28,4.02,0.075,Budget,Summer,"[2.9616599485933954, 0.023792845819362987, 1.163853902342624, 1.008045292732851, 0.3543764471488165, -0.3180199060056156, 0.47930361262286314, 0.7324135476142503, 0.21285831522610402, -0.7377677306541011, -1.1299202649946272, 0.6614328493832516, -1.601236321616965, 0.299641187443805, 0.8435504091688937, 0.5498928864166234, -0.3907397743584403, -1.2493744844749142, 0.5870192397951901, 1.2005230919534204]"
416,Books,3.33,2.55,0.154,Standard,None,"[-0.7375609741578123, 1.6294086860655665, -0.5300506944429381, 0.3684519999655114, -1.0770801968499928, 1.5212036166515062, 1.7438278442077244, 1.1094427289097628, 0.5000837085871893, -0.12316294932748702, 0.18890857031471914, -0.7562914342697644, 0.15743134318654015, 0.33534585725677746, -0.825348106071837, 1.6214083503306145, -0.08422642962581192, -1.0287242312449731, -0.2053089396904516, -0.6025166031117963]"
417,Home & Garden,6.38,3.48,0.194,Budget,Holiday,"[-0.2968872985632152, 0.4234244931392341, 2.156195307595132, 0.8368611547731961, -0.513718670529673, -0.510424669863095, 0.1828276158297349, 0.12574696226587245, 0.3888495670440196, 0.13995876195598925, 0.5573576032577703, -0.4838706905668534, 0.467575631708727, 2.815009632562306, 0.004505438914608486, -1.4442855415538771, -0.6271042685113112, -0.45953197975213833, -0.8858681226267442, 0.1222202766725705]"
418,Movies,16.43,4.47,0.071,Budget,None,"[-0.9376870276562352, -0.8770759388388046, -0.8128658630280131, -0.442875960169273, -0.6078660209292552, -1.5591181779764465, 3.326446727545613, 0.2112278995525605, 1.5538837726024428, -0.16624426827205085, -1.4676509537622684, 1.0254006375082882, 0.2614465985817695, -0.26546631615327576, 1.204986176883385, -1.3431737691407963, 0.9810038349089903, 0.71804048348532, 0.23135539851191653, -1.4779763825698502]"
419,Books,15.1,3.34,0.244,Budget,Summer,"[-0.5139359009630535, 2.9165652227744854, 0.04969759300267658, -0.9747994493933962, -0.31861317113880944, 0.023194115226810665, 1.546182362620166, -0.5260726733003243, 0.20175626926049203, -1.2329628986213914, 0.34053248021197213, -0.045425914786545, -0.12922582970985574, 0.8466284281968087, -0.6857440737196069, 1.4008792572496085, -0.7596121060476158, 1.3660535989380755, -1.5961626210467634, 0.3058437012794257]"
420,Movies,13.6,3.64,0.246,Budget,None,"[-0.5603462148226406, 1.3273524453237369, 0.5965258796625756, 0.7402324472164921, 0.5599569758848537, 0.16983795019406886, 0.7826778933651006, 1.1220937606591224, 2.0812527965155945, 0.6615590592286622, -0.7869033152898521, 0.5941158352279771, -0.7996699438105075, -0.4766461524564222, -2.4198865454440255, 1.3698944083427924, 0.31690178814902903, 0.5729626194015477, 0.7894599640471893, 0.4774639241403806]"
421,Music,2.05,3.23,0.408,Premium,None,"[1.1675739215891499, 2.4264152319580132, 2.4517518851609994, -0.8560524932113655, -0.7376884299747977, 2.6051605557692046, -0.229962715281309, 0.014018963071323639, 2.4543426226289036, -1.083782369831578, 0.26666608972791117, 0.38073664877055796, 1.0500610845972844, -0.8626285878341517, 1.4834007213552853, 0.26243438060003377, -0.828772334747515, -0.18063814696016509, 1.0025290211393028, 2.0826175945169254]"
422,Books,13.05,3.71,0.166,Standard,Holiday,"[-1.2851864298557496, 2.9646312551920375, -0.2986001595433956, -1.221575490661523, 2.206012461671015, -1.0531725944877557, 0.8794915112857101, -0.7693141008546045, 0.13582683457382178, -0.9021809633681757, -1.2393041812736587, 0.5222025446714093, 0.4052905451344006, 1.1446494442190644, -0.034381930295863034, 2.2203517941264916, 0.26834666743703567, 0.5667746812372123, -1.3584292451072284, -0.6140843151225307]"
423,Health,31.76,4.13,0.219,Standard,Holiday,"[0.3977573929764396, 0.9302983550762455, 0.7219457764350213, -0.8749810553484119, 0.02237813406431721, 0.41279987749472297, 0.4882481799482171, -1.5902733203935797, 0.993967836966638, 0.6573438652939351, 0.6420913619898411, 1.6096875766843193, -1.5500523858445794, 0.8976155168636216, 0.3763332821718818, -1.0509087310541387, -1.7674917352826087, 0.940910883879347, -0.9835307005214492, -1.3141575508420875]"
424,Movies,5.0,3.38,0.19,Budget,Holiday,"[1.3642849476603165, -2.1733263073782108, -0.2798125218985197, 0.6200433990542787, -1.2060585886479696, 0.05496730174823001, 2.5533076251670317, -0.775778173303427, 0.1904480721381043, -1.2228712849831318, 1.005629455072892, 0.5333386446938232, 0.7387405614339745, -0.06937212867222169, -1.6659569801361716, -0.13272842110103406, 1.7261482181169847, 1.016372808733283, 1.7453035234209813, 0.05532065440894206]"
425,Books,7.96,3.12,0.286,Premium,None,"[0.13318577249500724, 1.6215984720379084, 1.7519208102733048, 0.9503156578186444, 1.34729690018783, 0.024047769119065886, 0.8223609391148812, 0.09165007760114174, 1.4695913674337262, -0.07256206525627357, -1.3974893403607938, -1.9986215252539388, 1.6683111195645148, 0.47850447415085934, 0.5442568500417417, 1.4896478422915818, -1.6517349437259554, -0.3586012152318079, -0.23606982961503353, 0.7422752332070148]"
426,Clothing,17.78,4.52,0.395,Standard,Holiday,"[0.7202781412501599, 0.7052523053717301, 2.1773862996656175, 2.5295817353592494, 2.0241931210593864, 0.6733560688689866, 1.2760172243393801, -0.5567057197954332, 0.14778628067789873, 0.8484022710121524, 1.51276023861879, -0.9167092497226811, -0.5397013397853251, 0.19717812176132415, 1.6434563214029183, 0.1953055714817988, 1.2706516271671102, -0.04127624994718937, 0.8484061558473072, -0.9713688003295415]"
427,Books,5.06,3.14,0.273,Standard,Holiday,"[-1.7359416758176764, 0.932717380217932, 0.29282650948669353, -0.45102260274222816, 2.0587607863591817, -0.7868206760741269, -1.309210934412533, 0.03964997563522147, 0.2509488493285883, 0.883538307522883, -2.504988107950021, 1.5074858768131638, -1.308820036297978, 1.0892222333896158, 1.957505315934346, 0.7467203474301233, -1.1467575937494643, -0.1929996087921375, 0.7555918925885208, 0.03322520285748442]"
428,Movies,9.69,3.34,0.212,Premium,None,"[1.2528109453836513, 0.007014183847499382, -0.7786713476398819, -0.49076982400303953, -0.5044630835470667, -0.2880494720050658, 0.9246705952804004, -0.8139311105973189, 0.7666069111642105, 0.18534310336691354, -0.15233754654020037, 0.0026228173150997704, -0.045560756575410574, -0.20913110473164398, 0.5171048387074789, 0.44315998584792593, -1.5717629732272154, -0.13156218590924293, -1.5058193993407651, 0.6355772034557065]"
429,Food,4.47,3.94,0.136,Standard,None,"[-0.0034693881548795817, -0.14331895468340247, -0.1782956453250602, 0.34973063722324066, 0.12190996948655884, -0.4622279910158221, 0.010745699861794574, 1.3100255919184818, -0.48390248130794955, -2.332671192714898, -0.8331932932939624, 0.8156917651818992, 0.6288510872755013, 0.7309886084503139, 0.42546698537740124, -0.4849955008061935, -1.265123014377462, -0.3171602317392699, -3.0959809909659084, 1.1422471295475496]"
430,Books,1.28,2.94,0.349,Standard,Summer,"[0.14961718896393328, 1.7141403562817246, -1.5768841714196662, 0.39826173879563254, -0.8880851128591646, 0.37642424534356306, -0.9979421346608632, -1.67380888784947, -0.7142177583105631, 1.0351466464951757, -0.1599283671448639, 0.035662035036927796, 0.13963162889121836, 0.10172731407183086, 1.8742159307023503, -0.04154437581118577, -1.905597320554903, -0.3719108620536323, 0.06833152810523345, -1.2608649816054365]"
431,Music,5.82,3.27,0.465,Budget,Summer,"[0.3812143659700577, -0.05749427296409045, 1.1485457165192152, -1.463269883816991, 0.17325303435637632, 0.7535752484052562, 0.7998611100025527, 0.0983797592879028, -0.07237056872496972, -0.3700246654696506, 0.6767178793252754, -1.7872248476917734, 1.902628448088906, -0.14230432982082453, -1.2998872512937873, -2.628961093799493, -0.16826554316865044, 0.23022125084167688, 0.3053448425104252, -1.4503748526075242]"
432,Electronics,29.77,3.1,0.142,Budget,None,"[2.899472035297842, -0.5967433305428768, -0.9900886789579663, -0.5626151098383864, -0.9601878081995209, -0.2660275682868999, 2.003584444410736, -0.33991258540422503, -1.1005260298048414, -0.44221994967607847, 1.5612512754752772, -0.2783751930330876, -0.8084595569209247, -1.7310763533341813, -0.333813050619725, -1.44846767542831, 0.21622586637102606, -0.4212233848424573, -2.0930319849225647, 1.6633480689455131]"
433,Books,14.24,3.35,0.276,Premium,None,"[0.8849384811937618, 4.376255803259792, -0.032835250649769616, -1.1033421217799904, -1.631205527191668, -0.8968077770590376, 1.066836955641918, 0.4844988581727025, 0.23030416975636636, 0.38144870096370254, 0.7193692370702077, -1.5570455318768548, 0.9862581381923934, 0.3893939267600361, -1.4407334049663616, 0.3354386730587683, -1.302418198804135, 0.5101797436751645, 0.11992572154323217, -1.0091869216720712]"
434,Health,32.17,5.0,0.035,Budget,Holiday,"[0.14299462639062221, 0.062110072432047636, 1.2508366401233788, -1.4705179672091537, -2.976044230951292, 1.933825688521185, -1.4400144450708081, 1.005055133980985, 3.394748285605892, 1.1346235564671945, 0.5114307937004854, 0.7458245871229967, -0.522600061249001, -1.9143483392913363, -0.34755741451327277, -0.5436229285089649, -0.9445827107749252, 0.049555105181957215, -1.9493755135366835, 1.254439664488508]"
435,Health,162.73,5.0,0.139,Budget,Holiday,"[0.6635869591990954, -0.6796913292586281, -1.266692736583172, 0.6051996003018213, -0.6307448667635317, 0.4254256392388936, 0.49928294084604374, 0.5462652450124685, 1.7318513160568134, 0.6861835565047075, -0.9225463284480828, -2.454090251064134, 0.7068921731201079, 0.1655905048374698, -0.6100782440139709, -1.471152761975045, -2.036578298835343, 0.05174334820897214, 1.6487859657299524, -0.13855741643097982]"
436,Music,3.96,2.71,0.233,Premium,None,"[-1.552448711080776, -1.465415295171012, -0.1858341856049487, -0.12895632324636877, 0.8404577601957125, 0.7976643881676764, -0.1848477401243561, -0.6708626532872827, 0.5513564262775962, 0.017114101530129752, 0.3431116075270666, 1.2320794780828568, 0.19824226112580293, 1.096183695433429, -1.3099204056040836, -1.4596719951462642, 1.3241417671061315, 0.2801211686638504, 0.5960758733553173, 1.1694725376473993]"
437,Food,5.05,2.77,0.068,Budget,None,"[0.40781461728531826, 2.528094402264988, -1.8324881823492527, -0.21856537446614394, 0.212202597294624, 1.8476025468827226, -1.4547572203214676, 1.0339826277856865, 0.055038535222923624, -1.223220363466552, -0.24850065227612456, -1.6354387045080987, 1.1952204889678175, 1.6791597890808965, 1.7153066916471666, 0.15325805879241033, 0.1752574114224071, -0.01221224543602957, 0.86102633784676, 1.26136935441835]"
438,Electronics,55.86,4.34,0.234,Budget,Winter,"[4.071635854612119, 2.427067395554913, -0.7803985784043481, 1.2260863811690976, -0.09181338373759046, 1.6037695928131062, 0.33623308640038635, 0.09976216876739895, -2.499269539618582, -0.8786059734266831, 0.02052066957494267, 0.19866625270397884, -1.2148337139373846, -0.7287715286762789, 0.5534470172508195, -1.3832107297333576, 0.13372972372353936, 1.2379535314890553, 0.3854696291118207, 0.335486743165977]"
439,Travel,5.36,3.82,0.114,Standard,Winter,"[0.73587043226106, -0.4840513822277899, -0.08085390920227244, 1.567832556366052, 0.32070688137622094, 2.3301290151933594, -0.19579399662718228, 0.9596271295071594, 1.10941348606365, 2.196992227998205, 1.3622856030760107, -0.5352678457961892, 0.8625012229819693, -1.0393663082144804, -1.263847351669704, 0.03935643759591753, -0.12873584933668716, -1.1074663934340694, 0.7650139501598675, 1.5615415643829702]"
